순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
6113,음란 병동:젖어버린 침대,밤비노 푸린,,(주)영진크리에이티브,(주)영진크리에이티브,2018-10-22,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
6114,음란 사육일기,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-18,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
6115,음란 선비,최우성,(주)에이블엔터테인먼트,,(주)에이블엔터테인먼트,2016-12-17,개봉영화,장편,한국,1,4000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
6116,음란 시아버지와 며느리,쿠라타 아스카,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-12-14,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
6117,음란 온천정사,오가와 테츠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-16,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
6118,음란 하숙집:기 빨리는 하숙생들,타케시 코쿠류,,(주)영진크리에이티브,(주)영진크리에이티브,2019-05-24,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
6119,음란 하숙집의 서비스,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-02-02,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
6120,음란마귀-자매유혹,고토 다이스케,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-10-20,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
6121,음란모녀의 성욕 이발소,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-01-04,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
6122,음란부인:아내의 내조,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-12-28,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
6123,음란부인의 쾌락,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-09-07,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
6124,음란상사 신입사원 길들이기,우스바시 스이,,주식회사 미콘,주식회사 미콘,2018-10-16,개봉영화,장편,일본,1,1000,1,0,0,드라마,청소년관람불가,일반영화
6125,음란하게 음탕하게,우수바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-11-17,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
