순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
119,코코,리 언크리치,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-01-11,개봉영화,장편,미국,1177,27685479440,3510017,"8,547,812,240","1,024,250",애니메이션,전체관람가,일반영화
120,부러진 화살,정지영,(주)아우라픽처스,,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,개봉영화,장편,한국,453,25878110500,3450941,"7,619,815,000","972,059",드라마,15세이상관람가,일반영화
121,끝까지 간다,김성훈,"(주)에이디사공육,(주)다세포클럽",,(주)쇼박스,2014-05-29,개봉영화,장편,한국,645,27006007900,3450143,"7,567,987,400","927,324",액션,15세이상관람가,일반영화
122,스파이,이승준,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2013-09-05,개봉영화,장편,한국,785,24436429305,3423920,"5,483,475,805","733,029",액션,15세이상관람가,일반영화
123,그것만이 내 세상,최성현,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2018-01-17,개봉영화,장편,한국,862,27441213382,3417629,"6,258,257,482","759,455",코미디,12세이상관람가,일반영화
124,토이 스토리 4,조시 쿨리,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-06-20,개봉영화,장편,미국,1336,28757726040,3399913,"9,071,405,870","1,009,214",애니메이션,전체관람가,일반영화
125,돈,박누리,"(주)사나이픽처스,(주)영화사 월광",,(주)쇼박스,2019-03-20,개봉영화,장편,한국,1431,28869614062,3389035,"7,287,586,982","833,513",범죄,15세이상관람가,일반영화
126,맨 인 블랙 3,배리 소넨필드,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05-24,개봉영화,장편,미국,770,27301520070,3379762,"9,258,393,070","1,068,672",액션,12세이상관람가,일반영화
127,어바웃 타임,리차드 커티스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,개봉영화,장편,영국,568,24867023000,3375735,"10,488,833,000","1,368,822",멜로/로맨스,15세이상관람가,일반영화
128,악인전,이원태,(주)비에이엔터테인먼트,,"(주)에이스메이커무비웍스,(주)키위미디어그룹",2019-05-15,개봉영화,장편,한국,1307,29128292150,3364079,"6,407,047,240","722,563",범죄,청소년관람불가,일반영화
129,슈퍼배드 3,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,개봉영화,장편,미국,1057,24216987019,3324861,"5,558,252,919","723,552",애니메이션,전체관람가,일반영화
130,데드풀,팀 밀러,,이십세기폭스코리아(주),"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2016-02-17,개봉영화,장편,미국,1036,27595618651,3317196,"9,150,924,002","1,062,535",액션,청소년관람불가,일반영화
131,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,1140,25532214986,3280243,"6,409,220,686","796,658",코미디,12세이상관람가,일반영화
132,스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-12-17,개봉영화,장편,미국,940,28353796331,3273879,"9,631,617,574","1,047,074",액션,12세이상관람가,일반영화
133,분노의 질주: 더 세븐,제임스 완,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-01,개봉영화,장편,미국,983,26449334694,3247558,"7,328,474,894","864,171",액션,15세이상관람가,일반영화
134,터미네이터 제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-02,개봉영화,장편,미국,1113,26546725129,3239371,"7,364,611,329","852,065",액션,15세이상관람가,일반영화
135,그래비티,알폰소 쿠아론,,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)","주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2013-10-17,개봉영화,장편,미국,636,31484135600,3227452,"14,128,973,600","1,311,034",SF,12세이상관람가,일반영화
136,마녀,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",,워너브러더스 코리아(주),2018-06-27,개봉영화,장편,한국,1117,27242029463,3189091,"6,459,959,863","732,154",미스터리,15세이상관람가,일반영화
137,탐정: 리턴즈,이언희,(주)크리픽쳐스,,씨제이이앤엠(주),2018-06-13,개봉영화,장편,한국,1041,26865721678,3148038,"5,989,673,378","680,077",코미디,15세이상관람가,일반영화
138,감기,김성수,"아이러브시네마,(주)아이필름홀딩스,씨제이이앤엠(주)",,아이러브시네마,2013-08-14,개봉영화,장편,한국,806,21784202000,3119023,"4,692,878,000","638,882",드라마,15세이상관람가,일반영화
139,나우 유 씨 미 2,존 추,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-07-13,개봉영화,장편,미국,1200,25116690113,3100113,"7,162,588,413","850,601",범죄,12세이상관람가,일반영화
140,캐리비안의 해적: 죽은 자는 말이 없다,"요아킴 뢰닝,에스펜 샌버그",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-05-24,개봉영화,장편,미국,1357,24975495122,3049894,"7,206,844,722","839,897",액션,12세이상관람가,일반영화
141,스물,이병헌,"(주)영화나무,(주)아이에이치큐",,(주)넥스트엔터테인먼트월드(NEW),2015-03-25,개봉영화,장편,한국,926,23558988686,3044134,"5,990,587,486","740,243",코미디,15세이상관람가,일반영화
142,토르: 다크 월드,앨런 테일러,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-30,개봉영화,장편,미국,733,22525808500,3039889,"6,890,911,500","885,699",액션,12세이상관람가,일반영화
143,인크레더블 2,브래드 버드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-07-18,개봉영화,장편,미국,1605,24554683588,3033052,"7,611,573,288","880,527",애니메이션,전체관람가,일반영화
144,레드: 더 레전드,딘 패리소트,,블루미지,롯데쇼핑㈜롯데엔터테인먼트,2013-07-18,개봉영화,장편,미국,739,21511358970,3004647,"6,308,770,970","841,287",액션,15세이상관람가,일반영화
145,드래곤 길들이기 2,딘 데블로이스,,씨제이이앤엠(주),씨제이이앤엠(주),2014-07-23,개봉영화,장편,미국,829,23979935189,3000056,"6,564,340,689","751,931",애니메이션,전체관람가,일반영화
146,형,권수경,굿초이스컷픽쳐스(주),,씨제이이앤엠(주),2016-11-23,개봉영화,장편,한국,993,23113768293,2979659,"5,470,616,143","673,565",코미디,12세이상관람가,일반영화
147,친구 2,곽경택,"(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",,롯데쇼핑㈜롯데엔터테인먼트,2013-11-14,개봉영화,장편,한국,968,21804687513,2971475,"5,171,825,013","675,887",액션,청소년관람불가,일반영화
148,26년,조근현,영화사청어람(주),,"(주)인벤트스톤,영화사청어람(주)",2012-11-29,개봉영화,장편,한국,604,21241327145,2963449,"6,121,058,611","817,210",액션,15세이상관람가,일반영화
149,공조,김성훈,"(주)제이케이필름,씨제이이앤엠(주),영화사 이창,(주)에이치비엔터테인먼트",,씨제이이앤엠(주),2017-01-18,개봉영화,장편,한국,976,23918185757,2957330,"5,907,834,157","707,260",액션,15세이상관람가,일반영화
150,서치,아니쉬 차간티,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-08-29,개봉영화,장편,미국,816,25283364845,2949944,"8,341,418,045","945,989",드라마,12세이상관람가,일반영화
151,엑스맨: 아포칼립스,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-05-25,개봉영화,장편,미국,1262,24467887950,2938818,"7,495,864,450","847,621",액션,12세이상관람가,일반영화
152,프리즌,나현,(주)큐로홀딩스,,(주)쇼박스,2017-03-23,개봉영화,장편,한국,1047,23790276987,2931897,"5,681,060,637","679,455",범죄,청소년관람불가,일반영화
153,극비수사,곽경택,"(주)제이콘컴퍼니,(주)영화사 신세계",,(주)쇼박스,2015-06-18,개봉영화,장편,한국,894,22389535897,2860786,"5,828,885,297","717,981",드라마,15세이상관람가,일반영화
154,표적,창,"(주)바른손이앤에이,(주)용필름",,씨제이이앤엠(주),2014-04-30,개봉영화,장편,한국,665,22256359300,2841788,"5,348,606,900","652,750",액션,15세이상관람가,일반영화
155,앤트맨,페이튼 리드,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-09-03,개봉영화,장편,미국,949,23502249937,2839921,"7,332,839,937","840,337",액션,12세이상관람가,일반영화
156,호빗: 다섯 군대 전투,피터 잭슨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-12-17,개봉영화,장편,미국,926,24268487685,2836774,"7,327,248,685","809,402",어드벤처,12세이상관람가,일반영화
157,너의 결혼식,이석근,"(주)필름케이,(주)외유내강",,메가박스중앙(주)플러스엠,2018-08-22,개봉영화,장편,한국,962,23670604369,2820029,"5,852,853,319","666,845",멜로/로맨스,12세이상관람가,일반영화
158,호빗: 뜻밖의 여정,피터 잭슨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-12-13,개봉영화,장편,미국,1028,23436820716,2818993,"8,241,919,216","910,976",어드벤처,12세이상관람가,일반영화
159,말모이,엄유나,더램프(주),,롯데컬처웍스(주)롯데엔터테인먼트,2019-01-09,개봉영화,장편,한국,1203,23682638520,2812444,"5,900,912,990","681,266",드라마,12세이상관람가,일반영화
160,메이즈 러너,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-09-18,개봉영화,장편,미국,648,21489367677,2812427,"6,423,264,777","805,570",액션,12세이상관람가,일반영화
161,빅 히어로,"돈 홀,크리스 윌리암스",,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-01-21,개봉영화,장편,미국,825,21993119765,2801949,"6,512,949,165","772,249",애니메이션,전체관람가,일반영화
162,덩케르크,크리스토퍼 놀란,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-07-20,개봉영화,장편,미국,1252,24576771848,2792705,"9,451,418,198","989,011",액션,12세이상관람가,일반영화
163,메이즈 러너: 스코치 트라이얼,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-09-16,개봉영화,장편,미국,804,21596946349,2744413,"5,743,724,849","697,898",액션,12세이상관람가,일반영화
164,가디언즈 오브 갤럭시 VOL. 2,제임스 건,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-05-03,개봉영화,장편,미국,1218,23452674686,2735719,"7,669,006,186","854,131",액션,12세이상관람가,일반영화
165,내가 살인범이다,정병길,"(주)다세포클럽,(주)쇼박스",,(주)쇼박스,2012-11-08,개봉영화,장편,한국,547,20338948000,2721903,"6,313,599,000","809,580",액션,청소년관람불가,일반영화
166,나우 유 씨 미 : 마술사기단,루이스 리테리어,,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-08-22,개봉영화,장편,미국,691,19146691869,2718227,"6,322,143,282","855,244",범죄,12세이상관람가,일반영화
167,미스 페레그린과 이상한 아이들의 집,팀 버튼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-09-28,개봉영화,장편,미국,904,21841214586,2718158,"6,220,296,286","737,280",미스터리,12세이상관람가,일반영화
168,곤지암,정범식,(주)하이브미디어코프,,(주)쇼박스,2018-03-28,개봉영화,장편,한국,1124,21442114144,2675559,"4,978,152,594","596,536",공포(호러),15세이상관람가,일반영화
169,소원,이준익,필름모멘텀,,롯데쇼핑㈜롯데엔터테인먼트,2013-10-02,개봉영화,장편,한국,641,18251983100,2663170,"3,769,048,600","518,005",드라마,12세이상관람가,일반영화
170,살인자의 기억법,원신연,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창",,(주)쇼박스,2017-09-06,개봉영화,장편,한국,1064,21361479492,2656694,"5,389,419,142","643,595",범죄,15세이상관람가,일반영화
171,브레이킹 던 part2,빌 콘돈,,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2012-11-15,개봉영화,장편,미국,665,18909583065,2654817,"5,571,602,065","745,970",드라마,15세이상관람가,일반영화
172,탐정 : 더 비기닝,김정훈,(주)크리픽쳐스,,씨제이이앤엠(주),2015-09-24,개봉영화,장편,한국,764,20463956973,2625686,"4,092,941,173","504,961",코미디,15세이상관람가,일반영화
173,미니언즈,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-07-29,개봉영화,장편,미국,792,18997911278,2625572,"4,787,634,178","630,536",애니메이션,전체관람가,일반영화
174,후궁 : 제왕의 첩,김대승,(주)황기성 사단,,롯데쇼핑㈜롯데엔터테인먼트,2012-06-06,개봉영화,장편,한국,624,19250354500,2621436,"5,525,028,500","716,851",사극,청소년관람불가,일반영화
175,트랜스포머: 최후의 기사,마이클 베이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-06-21,개봉영화,장편,미국,1739,21501959228,2614601,"5,273,073,728","609,345",액션,12세이상관람가,일반영화
176,제이슨 본,폴 그린그래스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-07-27,개봉영화,장편,미국,827,21253434663,2611966,"6,707,397,843","797,790",액션,15세이상관람가,일반영화
177,지금 만나러 갑니다,이장훈,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",,롯데쇼핑㈜롯데엔터테인먼트,2018-03-14,개봉영화,장편,한국,1163,20800916128,2602273,"5,390,273,428","652,981",멜로/로맨스,12세이상관람가,일반영화
178,도리를 찾아서,앤드류 스탠튼,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-07-06,개봉영화,장편,미국,1091,20703899933,2601734,"6,199,961,913","724,706",애니메이션,전체관람가,일반영화
